timestamp,people,gaits,env,temperature
1757735629.0295599,0,None,day|mist,26.01
1757735629.31135,0,None,day|mist,26.01
1757735629.5863476,0,None,day|mist,26.01
1757735629.8883967,0,None,day|mist,26.01
1757735630.2409968,0,None,day|mist,26.01
1757735630.5212715,0,None,day|mist,26.01
1757735630.8140082,0,None,day|mist,26.01
1757735631.0849252,0,None,day|mist,26.01
1757735631.3769305,0,None,day|mist,26.01
1757735631.7027671,0,None,day|mist,26.01
1757735632.014063,0,None,day|mist,26.01
1757735632.264739,0,None,day|mist,26.01
1757735632.519743,0,None,day|mist,26.01
1757735632.8269403,0,None,day|mist,26.01
1757735633.1072452,0,None,day|mist,26.01
1757735633.464942,0,None,day|mist,26.01
1757735633.7640924,0,None,day|mist,26.01
1757735634.0304465,0,None,day|mist,26.01
1757735634.3077512,0,None,day|mist,26.01
1757735634.589023,0,None,day|mist,26.01
1757735634.8411453,0,None,day|mist,26.01
1757735635.1471481,0,None,day|mist,26.01
1757735635.518287,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735635.9853663,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735636.3978302,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735636.7944617,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735637.1623256,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735637.504037,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735637.8664389,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735638.2211866,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735638.5635374,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735638.9212132,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735639.199668,0,None,day|mist,26.01
1757735639.4570546,0,None,day|mist,26.01
1757735639.7185931,0,None,day|mist,26.01
1757735639.9987981,0,None,day|mist,26.01
1757735640.2531443,0,None,day|mist,26.01
1757735640.5153365,0,None,day|mist,26.01
1757735640.7669735,0,None,day|mist,26.01
1757735641.0399966,0,None,day|mist,26.01
1757735641.3280268,0,None,day|mist,26.01
1757735641.6102169,0,None,day|mist,26.01
1757735642.067526,0,None,day|mist,26.01
1757735642.3346164,0,None,day|mist,26.01
1757735642.6263435,0,None,day|mist,26.01
1757735642.8966804,0,None,day|mist,26.01
1757735643.2402256,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735643.644101,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735644.0192053,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735644.375619,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735644.7607737,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735645.136473,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735645.575732,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735645.949486,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735646.344911,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735646.7810664,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735647.183037,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735647.582984,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735647.9469292,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735648.4287121,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735648.7979188,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735649.2205448,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735649.5758064,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735649.9402077,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735650.3065574,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735650.7081769,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
1757735651.0839741,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,26.01
