timestamp,people,gaits,env,temperature
1757739910.0043063,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739910.3420265,0,None,day|drizzle,27.01
1757739910.652332,0,None,day|drizzle,27.01
1757739910.9505308,0,None,day|drizzle,27.01
1757739911.2997656,0,None,day|drizzle,27.01
1757739911.6246896,0,None,day|drizzle,27.01
1757739911.9341474,0,None,day|drizzle,27.01
1757739912.2448394,0,None,day|drizzle,27.01
1757739912.5760038,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739912.9184349,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739913.320577,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739913.6938307,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739914.310879,0,None,day|drizzle,27.01
1757739914.6112769,0,None,day|drizzle,27.01
1757739914.916996,0,None,day|drizzle,27.01
1757739915.24031,0,None,day|drizzle,27.01
1757739915.6213958,0,None,day|drizzle,27.01
1757739915.9315903,0,None,day|drizzle,27.01
1757739916.2703998,0,None,day|drizzle,27.01
1757739916.567553,0,None,day|drizzle,27.01
1757739916.9440768,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739917.3370585,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739917.6763253,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739918.0129404,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739918.3850713,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739918.91976,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739919.3083913,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739919.6892014,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739920.0728931,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739920.479794,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739920.8932283,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739921.3144245,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739921.7455325,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739922.141613,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739922.6624131,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739923.0561163,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739923.437637,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739923.8998065,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739924.2651336,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739924.649653,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739925.0584676,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739925.5232155,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739925.8911982,3,NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739926.2604403,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739926.6801412,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
1757739927.1275918,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|drizzle,27.01
